"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"HIV-thesis-feb-24-3-55-pm.nlogo"
"Base experiment"
"02/24/2024 21:34:05:382 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-12","12","-12","12"
"[run number]","average-coupling-tendency","average-drug-tendency","average-test-frequency","average-condom-use","initial-people","average-treatment-tendency","average-commitment","[step]","count turtles with [treated?]","count turtles with [infected?]","count turtles with [drugs?]","count turtles with [known?]","count turtles with [infected? and not known?]","count turtles with [gender = 1 and infected?]","count turtles with [shape = ""person lefty"" and infected?]","count turtles with [shape = ""person righty"" and infected?]","count turtles with [infected? and drugs?]","count turtles with [gender = 1]","count turtles with [gender = 0]","count turtles with [shape = ""person lefty""]","count turtles with [shape = ""person righty""]"
"18","3","1","1","4","5000","4","523","11315","4581","4705","63","4703","2","2324","1159","1222","55","2505","2495","1271","1224"
"19","3","1","1","4","5000","4","523","10220","4416","4562","63","4560","2","2241","1138","1183","53","2510","2490","1301","1189"
"20","3","1","1","4","5000","4","523","10950","4538","4682","63","4682","0","2288","1165","1229","60","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","9855","4548","4692","63","4689","3","2300","1122","1270","60","2500","2500","1226","1274"
"25","3","1","1","4","5000","4","523","8030","3986","4297","63","4295","2","2132","989","1176","56","2568","2432","1239","1193"
"17","3","1","1","4","5000","4","523","11680","4706","4791","63","4791","0","2330","1168","1293","62","2472","2528","1235","1293"
"23","3","1","1","4","5000","4","523","8760","4158","4425","63","4419","6","2177","1042","1206","57","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","9125","4240","4445","63","4442","3","2195","1042","1208","56","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","8760","4300","4516","63","4514","2","2175","1087","1254","59","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","11680","4621","4739","63","4737","2","2345","1172","1222","56","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","11315","4577","4708","63","4706","2","2307","1172","1229","60","2489","2511","1282","1229"
"19","3","1","1","4","5000","4","523","10585","4460","4599","63","4598","1","2264","1150","1185","54","2510","2490","1301","1189"
"21","3","1","1","4","5000","4","523","10220","4586","4728","63","4726","2","2321","1134","1273","60","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","12045","4733","4806","63","4806","0","2339","1174","1293","62","2472","2528","1235","1293"
"25","3","1","1","4","5000","4","523","8395","4075","4354","63","4349","5","2164","1007","1183","56","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","9125","4247","4481","63","4475","6","2211","1059","1211","57","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","9490","4315","4492","63","4489","3","2229","1054","1209","56","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","9125","4366","4559","63","4559","0","2204","1095","1260","59","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","12045","4653","4760","63","4759","1","2358","1180","1222","57","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","11680","4619","4741","63","4740","1","2332","1180","1229","60","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","10585","4626","4752","63","4751","1","2340","1139","1273","60","2500","2500","1226","1274"
"19","3","1","1","4","5000","4","523","10950","4501","4633","63","4632","1","2285","1162","1186","55","2510","2490","1301","1189"
"17","3","1","1","4","5000","4","523","12410","4751","4822","63","4822","0","2348","1181","1293","62","2472","2528","1235","1293"
"25","3","1","1","4","5000","4","523","8760","4163","4405","63","4402","3","2190","1031","1184","57","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","9490","4316","4529","63","4523","6","2242","1074","1213","58","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","9855","4367","4526","63","4523","3","2248","1069","1209","57","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","9490","4423","4611","63","4611","0","2232","1116","1263","60","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","12410","4681","4776","63","4774","2","2368","1186","1222","58","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","12045","4656","4761","63","4760","1","2344","1188","1229","60","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","10950","4663","4776","63","4775","1","2355","1148","1273","60","2500","2500","1226","1274"
"19","3","1","1","4","5000","4","523","11315","4534","4668","63","4668","0","2309","1171","1188","56","2510","2490","1301","1189"
"17","3","1","1","4","5000","4","523","12775","4774","4835","63","4835","0","2355","1187","1293","62","2472","2528","1235","1293"
"25","3","1","1","4","5000","4","523","9125","4238","4450","63","4446","4","2217","1047","1186","58","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","9855","4377","4560","63","4556","4","2259","1087","1214","58","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","10220","4415","4564","63","4564","0","2270","1083","1211","57","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","9855","4474","4648","63","4647","1","2258","1126","1264","60","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","12775","4713","4793","63","4791","2","2378","1193","1222","58","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","12410","4687","4781","63","4781","0","2361","1191","1229","60","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","11315","4699","4798","63","4797","1","2370","1155","1273","61","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","13140","4795","4846","63","4846","0","2363","1190","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","11680","4568","4689","63","4688","1","2319","1182","1188","57","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","9490","4309","4498","63","4494","4","2246","1064","1188","59","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","10220","4440","4606","63","4605","1","2283","1107","1216","58","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","10585","4458","4605","63","4603","2","2294","1099","1212","57","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","10220","4523","4681","63","4681","0","2278","1136","1267","60","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","13140","4744","4814","63","4813","1","2389","1201","1224","59","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","12775","4714","4806","63","4805","1","2374","1203","1229","60","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","11680","4731","4812","63","4810","2","2378","1161","1273","61","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","13505","4807","4859","63","4858","1","2374","1192","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","12045","4606","4712","63","4711","1","2330","1193","1189","58","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","9855","4364","4540","63","4537","3","2273","1079","1188","59","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","10585","4491","4638","63","4634","4","2304","1117","1217","58","2549","2451","1231","1220"
"22","3","1","1","4","5000","4","523","10950","4499","4635","63","4630","5","2313","1110","1212","58","2561","2439","1225","1214"
"24","3","1","1","4","5000","4","523","10585","4568","4706","63","4706","0","2297","1142","1267","60","2486","2514","1247","1267"
"18","3","1","1","4","5000","4","523","13505","4761","4836","63","4835","1","2403","1209","1224","59","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","13140","4745","4819","63","4818","1","2384","1206","1229","62","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","12045","4755","4825","63","4824","1","2388","1164","1273","61","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","13870","4823","4877","63","4877","0","2388","1196","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","12410","4641","4740","63","4739","1","2352","1199","1189","60","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","10220","4412","4576","63","4575","1","2296","1091","1189","60","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","10950","4535","4675","63","4673","2","2325","1132","1218","58","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","10950","4615","4728","63","4728","0","2309","1152","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","11315","4532","4670","63","4668","2","2333","1124","1213","58","2561","2439","1225","1214"
"18","3","1","1","4","5000","4","523","13870","4778","4850","63","4848","2","2411","1215","1224","59","2505","2495","1271","1224"
"20","3","1","1","4","5000","4","523","13505","4767","4831","63","4830","1","2392","1210","1229","63","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","12410","4779","4845","63","4845","0","2401","1171","1273","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","14235","4837","4884","63","4884","0","2391","1200","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","12775","4672","4766","63","4765","1","2366","1211","1189","61","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","10585","4458","4604","63","4604","0","2315","1100","1189","60","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","11315","4572","4691","63","4689","2","2336","1136","1219","58","2549","2451","1231","1220"
"20","3","1","1","4","5000","4","523","13870","4783","4844","63","4842","2","2397","1218","1229","63","2489","2511","1282","1229"
"24","3","1","1","4","5000","4","523","11315","4651","4756","63","4755","1","2326","1163","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","11680","4570","4698","63","4695","3","2350","1135","1213","58","2561","2439","1225","1214"
"18","3","1","1","4","5000","4","523","14235","4796","4857","63","4856","1","2416","1217","1224","59","2505","2495","1271","1224"
"1","3","1","1","4","5000","4","523","4745","2584","3508","63","3498","10","1565","814","1129","38","2418","2582","1249","1333"
"21","3","1","1","4","5000","4","523","12775","4800","4868","63","4868","0","2415","1179","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","14600","4848","4899","63","4899","0","2400","1206","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","13140","4692","4787","63","4787","0","2374","1224","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","10950","4504","4634","63","4634","0","2336","1109","1189","61","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","11680","4611","4709","63","4708","1","2349","1141","1219","59","2549","2451","1231","1220"
"20","3","1","1","4","5000","4","523","14235","4806","4857","63","4854","3","2404","1224","1229","63","2489","2511","1282","1229"
"18","3","1","1","4","5000","4","523","14600","4815","4866","63","4866","0","2423","1219","1224","59","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","11680","4685","4778","63","4776","2","2345","1166","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","12045","4609","4728","63","4727","1","2372","1142","1214","59","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","13140","4814","4877","63","4877","0","2421","1182","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","14965","4862","4910","63","4910","0","2409","1208","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","13505","4719","4800","63","4800","0","2383","1228","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","11315","4544","4663","63","4662","1","2351","1122","1190","61","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","12045","4644","4731","63","4730","1","2362","1149","1220","59","2549","2451","1231","1220"
"20","3","1","1","4","5000","4","523","14600","4821","4867","63","4866","1","2409","1229","1229","63","2489","2511","1282","1229"
"18","3","1","1","4","5000","4","523","14965","4837","4872","63","4872","0","2427","1221","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","12045","4709","4796","63","4795","1","2356","1173","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","12410","4642","4757","63","4757","0","2393","1150","1214","59","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","13505","4831","4892","63","4892","0","2428","1190","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","15330","4879","4920","63","4920","0","2416","1211","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","13870","4743","4810","63","4810","0","2390","1231","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","11680","4579","4700","63","4699","1","2371","1137","1192","61","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","12410","4676","4748","63","4748","0","2372","1156","1220","59","2549","2451","1231","1220"
"20","3","1","1","4","5000","4","523","14965","4835","4878","63","4877","1","2418","1231","1229","63","2489","2511","1282","1229"
"18","3","1","1","4","5000","4","523","15330","4851","4882","63","4881","1","2433","1225","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","12410","4734","4811","63","4810","1","2368","1176","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","12775","4674","4778","63","4778","0","2406","1158","1214","59","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","13870","4847","4902","63","4902","0","2435","1193","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","15695","4889","4930","63","4930","0","2423","1214","1293","62","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","14235","4768","4825","63","4824","1","2400","1236","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","12045","4609","4723","63","4722","1","2385","1146","1192","61","2568","2432","1239","1193"
"20","3","1","1","4","5000","4","523","15330","4846","4891","63","4891","0","2425","1237","1229","63","2489","2511","1282","1229"
"23","3","1","1","4","5000","4","523","12775","4696","4766","63","4765","1","2383","1163","1220","60","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","15695","4858","4891","63","4888","3","2439","1228","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","12775","4759","4831","63","4830","1","2382","1182","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","13140","4703","4793","63","4793","0","2416","1163","1214","60","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","14235","4870","4914","63","4914","0","2443","1197","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","16060","4899","4938","63","4937","1","2429","1216","1293","63","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","14600","4787","4846","63","4846","0","2411","1246","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","12410","4640","4742","63","4740","2","2398","1151","1193","61","2568","2432","1239","1193"
"20","3","1","1","4","5000","4","523","15695","4859","4898","63","4898","0","2427","1242","1229","63","2489","2511","1282","1229"
"23","3","1","1","4","5000","4","523","13140","4712","4789","63","4787","2","2404","1165","1220","60","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","16060","4868","4902","63","4899","3","2448","1230","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","13140","4782","4841","63","4839","2","2386","1188","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","13505","4733","4809","63","4809","0","2426","1169","1214","60","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","14600","4880","4919","63","4919","0","2447","1198","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","16425","4911","4944","63","4944","0","2434","1217","1293","63","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","14965","4800","4860","63","4860","0","2422","1249","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","12775","4669","4767","63","4765","2","2414","1160","1193","61","2568","2432","1239","1193"
"20","3","1","1","4","5000","4","523","16060","4870","4903","63","4903","0","2428","1246","1229","63","2489","2511","1282","1229"
"23","3","1","1","4","5000","4","523","13505","4733","4803","63","4801","2","2415","1168","1220","60","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","16425","4874","4909","63","4906","3","2453","1232","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","13505","4799","4852","63","4851","1","2392","1193","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","13870","4761","4821","63","4820","1","2438","1169","1214","60","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","14965","4893","4924","63","4924","0","2449","1201","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","16790","4921","4950","63","4950","0","2439","1218","1293","63","2472","2528","1235","1293"
"19","3","1","1","4","5000","4","523","15330","4813","4879","63","4879","0","2433","1257","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","13140","4708","4786","63","4785","1","2424","1169","1193","62","2568","2432","1239","1193"
"20","3","1","1","4","5000","4","523","16425","4881","4916","63","4915","1","2435","1252","1229","63","2489","2511","1282","1229"
"23","3","1","1","4","5000","4","523","13870","4751","4822","63","4819","3","2427","1175","1220","60","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","16790","4883","4917","63","4915","2","2458","1235","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","13870","4814","4866","63","4865","1","2402","1197","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","14235","4779","4836","63","4835","1","2445","1177","1214","60","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","15330","4906","4937","63","4937","0","2460","1203","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","17155","4930","4957","63","4957","0","2442","1222","1293","63","2472","2528","1235","1293"
"20","3","1","1","4","5000","4","523","16790","4892","4920","63","4919","1","2438","1253","1229","63","2489","2511","1282","1229"
"19","3","1","1","4","5000","4","523","15695","4832","4892","63","4892","0","2441","1262","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","13505","4726","4808","63","4807","1","2439","1176","1193","62","2568","2432","1239","1193"
"23","3","1","1","4","5000","4","523","14235","4772","4835","63","4832","3","2437","1178","1220","60","2549","2451","1231","1220"
"18","3","1","1","4","5000","4","523","17155","4894","4925","63","4924","1","2462","1239","1224","60","2505","2495","1271","1224"
"24","3","1","1","4","5000","4","523","14235","4832","4872","63","4872","0","2405","1200","1267","61","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","14600","4797","4854","63","4852","2","2459","1181","1214","61","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","15695","4914","4942","63","4942","0","2461","1207","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","17520","4938","4961","63","4961","0","2445","1223","1293","63","2472","2528","1235","1293"
"20","3","1","1","4","5000","4","523","17155","4898","4925","63","4924","1","2443","1253","1229","63","2489","2511","1282","1229"
"19","3","1","1","4","5000","4","523","16060","4847","4898","63","4898","0","2445","1264","1189","62","2510","2490","1301","1189"
"25","3","1","1","4","5000","4","523","13870","4744","4824","63","4822","2","2452","1179","1193","62","2568","2432","1239","1193"
"18","3","1","1","4","5000","4","523","17520","4902","4935","63","4935","0","2467","1244","1224","60","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","14600","4791","4851","63","4849","2","2448","1183","1220","60","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","14600","4843","4883","63","4883","0","2412","1204","1267","62","2486","2514","1247","1267"
"22","3","1","1","4","5000","4","523","14965","4813","4868","63","4867","1","2471","1183","1214","61","2561","2439","1225","1214"
"21","3","1","1","4","5000","4","523","16060","4919","4950","63","4950","0","2467","1209","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","17885","4947","4965","63","4965","0","2447","1225","1293","63","2472","2528","1235","1293"
"20","3","1","1","4","5000","4","523","17520","4906","4932","63","4931","1","2445","1258","1229","63","2489","2511","1282","1229"
"25","3","1","1","4","5000","4","523","14235","4768","4842","63","4840","2","2463","1186","1193","62","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","16425","4864","4902","63","4902","0","2447","1266","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","17885","4911","4942","63","4942","0","2471","1247","1224","61","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","14965","4809","4870","63","4870","0","2460","1190","1220","60","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","14965","4853","4894","63","4894","0","2418","1209","1267","62","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","16425","4926","4954","63","4954","0","2470","1210","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","18250","4951","4973","63","4972","1","2451","1229","1293","63","2472","2528","1235","1293"
"22","3","1","1","4","5000","4","523","15330","4822","4877","63","4876","1","2478","1185","1214","61","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","17885","4916","4940","63","4939","1","2450","1261","1229","63","2489","2511","1282","1229"
"25","3","1","1","4","5000","4","523","14600","4790","4855","63","4854","1","2469","1193","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","16790","4880","4906","63","4906","0","2450","1267","1189","62","2510","2490","1301","1189"
"1","3","1","1","4","5000","4","523","5110","2845","3691","63","3680","11","1647","863","1181","41","2418","2582","1249","1333"
"18","3","1","1","4","5000","4","523","18250","4920","4944","63","4944","0","2472","1248","1224","61","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","15330","4823","4882","63","4881","1","2469","1193","1220","60","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","15330","4867","4902","63","4902","0","2425","1210","1267","62","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","16790","4937","4959","63","4959","0","2475","1210","1274","62","2500","2500","1226","1274"
"17","3","1","1","4","5000","4","523","18615","4957","4976","63","4973","3","2454","1229","1293","63","2472","2528","1235","1293"
"22","3","1","1","4","5000","4","523","15695","4839","4886","63","4886","0","2485","1187","1214","61","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","18250","4921","4946","63","4945","1","2454","1263","1229","63","2489","2511","1282","1229"
"25","3","1","1","4","5000","4","523","14965","4811","4864","63","4863","1","2476","1195","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","17155","4892","4914","63","4914","0","2454","1271","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","18615","4925","4949","63","4949","0","2476","1249","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","15695","4840","4897","63","4897","0","2479","1198","1220","61","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","15695","4872","4906","63","4906","0","2429","1210","1267","62","2486","2514","1247","1267"
"17","3","1","1","4","5000","4","523","18980","4962","4979","63","4977","2","2456","1230","1293","63","2472","2528","1235","1293"
"21","3","1","1","4","5000","4","523","17155","4943","4964","63","4964","0","2479","1211","1274","62","2500","2500","1226","1274"
"22","3","1","1","4","5000","4","523","16060","4857","4899","63","4898","1","2493","1192","1214","61","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","18615","4925","4950","63","4949","1","2456","1265","1229","63","2489","2511","1282","1229"
"25","3","1","1","4","5000","4","523","15330","4829","4874","63","4873","1","2484","1197","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","17520","4900","4922","63","4922","0","2459","1274","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","18980","4936","4953","63","4953","0","2478","1251","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","16060","4854","4907","63","4907","0","2485","1202","1220","62","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","16060","4885","4912","63","4911","1","2434","1211","1267","62","2486","2514","1247","1267"
"17","3","1","1","4","5000","4","523","19345","4967","4980","63","4978","2","2457","1230","1293","63","2472","2528","1235","1293"
"21","3","1","1","4","5000","4","523","17520","4951","4969","63","4969","0","2482","1213","1274","62","2500","2500","1226","1274"
"22","3","1","1","4","5000","4","523","16425","4871","4910","63","4908","2","2497","1199","1214","62","2561","2439","1225","1214"
"20","3","1","1","4","5000","4","523","18980","4932","4957","63","4956","1","2461","1267","1229","63","2489","2511","1282","1229"
"25","3","1","1","4","5000","4","523","15695","4844","4879","63","4879","0","2488","1198","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","17885","4903","4928","63","4927","1","2462","1277","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","19345","4942","4959","63","4959","0","2481","1254","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","16425","4870","4911","63","4911","0","2487","1204","1220","62","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","16425","4895","4921","63","4921","0","2440","1214","1267","62","2486","2514","1247","1267"
"17","3","1","1","4","5000","4","523","19710","4973","4982","63","4982","0","2458","1231","1293","63","2472","2528","1235","1293"
"21","3","1","1","4","5000","4","523","17885","4957","4971","63","4971","0","2484","1213","1274","62","2500","2500","1226","1274"
"20","3","1","1","4","5000","4","523","19345","4941","4959","63","4959","0","2462","1268","1229","63","2489","2511","1282","1229"
"22","3","1","1","4","5000","4","523","16790","4879","4912","63","4911","1","2497","1201","1214","62","2561","2439","1225","1214"
"25","3","1","1","4","5000","4","523","16060","4857","4884","63","4884","0","2493","1198","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","18250","4907","4935","63","4935","0","2467","1279","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","19710","4944","4960","63","4960","0","2482","1254","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","16790","4884","4922","63","4922","0","2496","1206","1220","63","2549","2451","1231","1220"
"24","3","1","1","4","5000","4","523","16790","4902","4928","63","4927","1","2444","1217","1267","62","2486","2514","1247","1267"
"17","3","1","1","4","5000","4","523","20075","4977","4986","63","4986","0","2460","1233","1293","63","2472","2528","1235","1293"
"20","3","1","1","4","5000","4","523","19710","4946","4962","63","4962","0","2464","1269","1229","63","2489","2511","1282","1229"
"21","3","1","1","4","5000","4","523","18250","4959","4972","63","4972","0","2484","1214","1274","62","2500","2500","1226","1274"
"22","3","1","1","4","5000","4","523","17155","4888","4917","63","4916","1","2501","1202","1214","62","2561","2439","1225","1214"
"25","3","1","1","4","5000","4","523","16425","4864","4892","63","4892","0","2499","1200","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","18615","4917","4941","63","4941","0","2472","1280","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","20075","4949","4967","63","4967","0","2486","1257","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","17155","4900","4926","63","4926","0","2498","1208","1220","63","2549","2451","1231","1220"
"17","3","1","1","4","5000","4","523","20440","4979","4987","63","4987","0","2461","1233","1293","63","2472","2528","1235","1293"
"20","3","1","1","4","5000","4","523","20075","4951","4963","63","4963","0","2465","1269","1229","63","2489","2511","1282","1229"
"24","3","1","1","4","5000","4","523","17155","4908","4935","63","4935","0","2447","1221","1267","62","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","18615","4966","4972","63","4972","0","2484","1214","1274","62","2500","2500","1226","1274"
"22","3","1","1","4","5000","4","523","17520","4900","4926","63","4924","2","2507","1205","1214","62","2561","2439","1225","1214"
"25","3","1","1","4","5000","4","523","16790","4874","4897","63","4896","1","2502","1202","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","18980","4922","4948","63","4948","0","2476","1283","1189","62","2510","2490","1301","1189"
"18","3","1","1","4","5000","4","523","20440","4955","4969","63","4969","0","2487","1258","1224","62","2505","2495","1271","1224"
"23","3","1","1","4","5000","4","523","17520","4907","4932","63","4932","0","2502","1210","1220","63","2549","2451","1231","1220"
"20","3","1","1","4","5000","4","523","20440","4957","4967","63","4967","0","2467","1271","1229","63","2489","2511","1282","1229"
"17","3","1","1","4","5000","4","523","20805","4981","4988","63","4988","0","2462","1233","1293","63","2472","2528","1235","1293"
"24","3","1","1","4","5000","4","523","17520","4913","4940","63","4940","0","2450","1223","1267","62","2486","2514","1247","1267"
"21","3","1","1","4","5000","4","523","18980","4969","4973","63","4973","0","2484","1215","1274","62","2500","2500","1226","1274"
"22","3","1","1","4","5000","4","523","17885","4910","4934","63","4934","0","2515","1205","1214","62","2561","2439","1225","1214"
"25","3","1","1","4","5000","4","523","17155","4879","4907","63","4906","1","2507","1207","1193","63","2568","2432","1239","1193"
"19","3","1","1","4","5000","4","523","19345","4931","4955","63","4955","0","2481","1285","1189","62","2510","2490","1301","1189"
