"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"HIV-thesis-feb-24-3-55-pm.nlogo"
"drug-tendency"
"02/27/2024 18:25:17:705 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-12","12","-12","12"
"[run number]","average-coupling-tendency","average-drug-tendency","average-test-frequency","average-condom-use","initial-people","average-treatment-tendency","average-commitment","[step]","count turtles with [treated?]","count turtles with [infected?]","count turtles with [drugs?]","count turtles with [known?]","count turtles with [infected? and not known?]","count turtles with [gender = 1 and infected?]","count turtles with [shape = ""person lefty"" and infected?]","count turtles with [shape = ""person righty"" and infected?]","count turtles with [infected? and drugs?]","count turtles with [gender = 1]","count turtles with [gender = 0]","count turtles with [shape = ""person lefty""]","count turtles with [shape = ""person righty""]"
"132","3","10","1","4","5000","4","523","7300","3852","4224","5000","4217","7","2008","998","1218","4224","2478","2522","1271","1251"
"136","3","10","1","4","5000","4","523","22265","4981","4988","5000","4988","0","2485","1217","1286","4988","2495","2505","1219","1286"
"138","3","10","1","4","5000","4","523","4015","1905","2876","5000","2856","20","1331","622","923","2876","2537","2463","1227","1236"
"125","3","8","1","4","5000","4","523","20440","4967","4976","5000","4976","0","2483","1216","1277","4976","2499","2501","1224","1277"
"129","3","10","1","4","5000","4","523","8760","4273","4515","5000","4511","4","2169","1090","1256","4515","2494","2506","1242","1264"
"136","3","10","1","4","5000","4","523","22630","4984","4989","5000","4989","0","2486","1217","1286","4989","2495","2505","1219","1286"
"128","3","10","1","4","5000","4","523","12775","4742","4815","5000","4815","0","2325","1227","1263","4815","2453","2547","1284","1263"
"125","3","8","1","4","5000","4","523","20805","4969","4980","5000","4980","0","2485","1218","1277","4980","2499","2501","1224","1277"
"134","3","10","1","4","5000","4","523","6935","3777","4172","5000","4169","3","1926","998","1248","4172","2434","2566","1256","1310"
"126","3","10","1","4","5000","4","523","10585","4501","4643","5000","4642","1","2259","1157","1227","4643","2507","2493","1265","1228"
"136","3","10","1","4","5000","4","523","22995","4986","4991","5000","4991","0","2488","1217","1286","4991","2495","2505","1219","1286"
"124","3","8","1","4","5000","4","523","12045","4636","4743","5000","4743","0","2419","1116","1208","4743","2586","2414","1204","1210"
"125","3","8","1","4","5000","4","523","21170","4970","4982","5000","4982","0","2485","1220","1277","4982","2499","2501","1224","1277"
"136","3","10","1","4","5000","4","523","23360","4988","4992","5000","4992","0","2489","1217","1286","4992","2495","2505","1219","1286"
"128","3","10","1","4","5000","4","523","13140","4768","4827","5000","4827","0","2333","1231","1263","4827","2453","2547","1284","1263"
"127","3","10","1","4","5000","4","523","8030","4025","4337","5000","4335","2","2022","1085","1230","4337","2430","2570","1315","1255"
"125","3","8","1","4","5000","4","523","21535","4974","4983","5000","4983","0","2485","1221","1277","4983","2499","2501","1224","1277"
"131","3","10","1","4","5000","4","523","5110","2560","3445","5000","3432","13","1608","773","1064","3445","2514","2486","1243","1243"
"137","3","10","1","4","5000","4","523","5475","2859","3636","5000","3631","5","1702","829","1105","3636","2515","2485","1247","1238"
"136","3","10","1","4","5000","4","523","23725","4988","4993","5000","4993","0","2490","1217","1286","4993","2495","2505","1219","1286"
"130","3","10","1","4","5000","4","523","5110","2474","3335","5000","3322","13","1558","757","1020","3335","2547","2453","1226","1227"
"139","3","10","1","4","5000","4","523","5840","3262","3964","5000","3960","4","1814","921","1229","3964","2455","2545","1231","1314"
"125","3","8","1","4","5000","4","523","21900","4976","4988","5000","4988","0","2490","1221","1277","4988","2499","2501","1224","1277"
"126","3","10","1","4","5000","4","523","10950","4549","4666","5000","4663","3","2274","1165","1227","4666","2507","2493","1265","1228"
"136","3","10","1","4","5000","4","523","24090","4989","4996","5000","4996","0","2491","1219","1286","4996","2495","2505","1219","1286"
"129","3","10","1","4","5000","4","523","9125","4344","4560","5000","4555","5","2195","1107","1258","4560","2494","2506","1242","1264"
"128","3","10","1","4","5000","4","523","13505","4791","4843","5000","4842","1","2347","1233","1263","4843","2453","2547","1284","1263"
"124","3","8","1","4","5000","4","523","12410","4663","4761","5000","4761","0","2429","1123","1209","4761","2586","2414","1204","1210"
"125","3","8","1","4","5000","4","523","22265","4981","4988","5000","4988","0","2490","1221","1277","4988","2499","2501","1224","1277"
"132","3","10","1","4","5000","4","523","7665","3964","4309","5000","4305","4","2057","1027","1225","4309","2478","2522","1271","1251"
"136","3","10","1","4","5000","4","523","24455","4992","4996","5000","4996","0","2491","1219","1286","4996","2495","2505","1219","1286"
"125","3","8","1","4","5000","4","523","22630","4983","4990","5000","4990","0","2492","1221","1277","4990","2499","2501","1224","1277"
"136","3","10","1","4","5000","4","523","24820","4993","4996","5000","4996","0","2491","1219","1286","4996","2495","2505","1219","1286"
"128","3","10","1","4","5000","4","523","13870","4805","4853","5000","4851","2","2356","1234","1263","4853","2453","2547","1284","1263"
"125","3","8","1","4","5000","4","523","22995","4983","4992","5000","4992","0","2493","1222","1277","4992","2499","2501","1224","1277"
"136","3","10","1","4","5000","4","523","25185","4993","4996","5000","4996","0","2491","1219","1286","4996","2495","2505","1219","1286"
"126","3","10","1","4","5000","4","523","11315","4572","4700","5000","4696","4","2300","1172","1228","4700","2507","2493","1265","1228"
"134","3","10","1","4","5000","4","523","7300","3917","4263","5000","4257","6","1980","1021","1262","4263","2434","2566","1256","1310"
"124","3","8","1","4","5000","4","523","12775","4693","4779","5000","4779","0","2441","1129","1209","4779","2586","2414","1204","1210"
"125","3","8","1","4","5000","4","523","23360","4988","4992","5000","4992","0","2493","1222","1277","4992","2499","2501","1224","1277"
"127","3","10","1","4","5000","4","523","8395","4124","4412","5000","4409","3","2060","1114","1238","4412","2430","2570","1315","1255"
"129","3","10","1","4","5000","4","523","9490","4405","4594","5000","4590","4","2218","1116","1260","4594","2494","2506","1242","1264"
"128","3","10","1","4","5000","4","523","14235","4819","4866","5000","4864","2","2367","1236","1263","4866","2453","2547","1284","1263"
"125","3","8","1","4","5000","4","523","23725","4989","4994","5000","4994","0","2495","1222","1277","4994","2499","2501","1224","1277"
"125","3","8","1","4","5000","4","523","24090","4990","4994","5000","4994","0","2495","1222","1277","4994","2499","2501","1224","1277"
"133","3","10","1","4","5000","4","523","4015","1859","2831","5000","2807","24","1307","632","892","2831","2544","2456","1230","1226"
"135","3","10","1","4","5000","4","523","4015","1728","2655","5000","2638","17","1180","621","854","2655","2511","2489","1263","1226"
"126","3","10","1","4","5000","4","523","11680","4608","4732","5000","4730","2","2323","1181","1228","4732","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","13140","4722","4799","5000","4799","0","2455","1135","1209","4799","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","14600","4831","4883","5000","4882","1","2375","1245","1263","4883","2453","2547","1284","1263"
"125","3","8","1","4","5000","4","523","24455","4992","4994","5000","4994","0","2495","1222","1277","4994","2499","2501","1224","1277"
"132","3","10","1","4","5000","4","523","8030","4059","4375","5000","4367","8","2088","1054","1233","4375","2478","2522","1271","1251"
"125","3","8","1","4","5000","4","523","24820","4992","4994","5000","4994","0","2495","1222","1277","4994","2499","2501","1224","1277"
"128","3","10","1","4","5000","4","523","14965","4843","4889","5000","4889","0","2381","1245","1263","4889","2453","2547","1284","1263"
"139","3","10","1","4","5000","4","523","6205","3469","4100","5000","4094","6","1889","959","1252","4100","2455","2545","1231","1314"
"129","3","10","1","4","5000","4","523","9855","4465","4631","5000","4628","3","2249","1122","1260","4631","2494","2506","1242","1264"
"126","3","10","1","4","5000","4","523","12045","4645","4762","5000","4761","1","2346","1188","1228","4762","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","13505","4745","4811","5000","4809","2","2463","1139","1209","4811","2586","2414","1204","1210"
"134","3","10","1","4","5000","4","523","7665","4021","4342","5000","4333","9","2026","1042","1274","4342","2434","2566","1256","1310"
"128","3","10","1","4","5000","4","523","15330","4856","4898","5000","4897","1","2388","1247","1263","4898","2453","2547","1284","1263"
"127","3","10","1","4","5000","4","523","8760","4206","4459","5000","4458","1","2087","1129","1243","4459","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","12410","4669","4781","5000","4780","1","2361","1192","1228","4781","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","15695","4868","4906","5000","4906","0","2393","1250","1263","4906","2453","2547","1284","1263"
"124","3","8","1","4","5000","4","523","13870","4766","4824","5000","4821","3","2472","1143","1209","4824","2586","2414","1204","1210"
"137","3","10","1","4","5000","4","523","5840","3104","3770","5000","3768","2","1770","863","1137","3770","2515","2485","1247","1238"
"129","3","10","1","4","5000","4","523","10220","4522","4657","5000","4653","4","2268","1129","1260","4657","2494","2506","1242","1264"
"132","3","10","1","4","5000","4","523","8395","4154","4447","5000","4442","5","2130","1078","1239","4447","2478","2522","1271","1251"
"128","3","10","1","4","5000","4","523","16060","4884","4914","5000","4914","0","2398","1253","1263","4914","2453","2547","1284","1263"
"131","3","10","1","4","5000","4","523","5475","2813","3610","5000","3597","13","1673","828","1109","3610","2514","2486","1243","1243"
"126","3","10","1","4","5000","4","523","12775","4705","4801","5000","4799","2","2373","1200","1228","4801","2507","2493","1265","1228"
"130","3","10","1","4","5000","4","523","5475","2715","3511","5000","3503","8","1646","802","1063","3511","2547","2453","1226","1227"
"124","3","8","1","4","5000","4","523","14235","4782","4836","5000","4835","1","2479","1148","1209","4836","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","16425","4890","4919","5000","4919","0","2402","1254","1263","4919","2453","2547","1284","1263"
"134","3","10","1","4","5000","4","523","8030","4107","4414","5000","4409","5","2069","1061","1284","4414","2434","2566","1256","1310"
"127","3","10","1","4","5000","4","523","9125","4277","4507","5000","4504","3","2122","1140","1245","4507","2430","2570","1315","1255"
"129","3","10","1","4","5000","4","523","10585","4567","4709","5000","4706","3","2301","1147","1261","4709","2494","2506","1242","1264"
"128","3","10","1","4","5000","4","523","16790","4900","4927","5000","4927","0","2406","1258","1263","4927","2453","2547","1284","1263"
"138","3","10","1","4","5000","4","523","4380","2156","3121","5000","3106","15","1448","682","991","3121","2537","2463","1227","1236"
"126","3","10","1","4","5000","4","523","13140","4735","4815","5000","4813","2","2383","1204","1228","4815","2507","2493","1265","1228"
"139","3","10","1","4","5000","4","523","6570","3670","4205","5000","4200","5","1948","990","1267","4205","2455","2545","1231","1314"
"124","3","8","1","4","5000","4","523","14600","4799","4846","5000","4846","0","2487","1149","1210","4846","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","17155","4906","4934","5000","4934","0","2410","1261","1263","4934","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","8760","4235","4488","5000","4483","5","2151","1094","1243","4488","2478","2522","1271","1251"
"126","3","10","1","4","5000","4","523","13505","4766","4827","5000","4825","2","2391","1208","1228","4827","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","14965","4811","4856","5000","4856","0","2491","1155","1210","4856","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","17520","4914","4943","5000","4943","0","2416","1264","1263","4943","2453","2547","1284","1263"
"129","3","10","1","4","5000","4","523","10950","4599","4740","5000","4735","5","2322","1157","1261","4740","2494","2506","1242","1264"
"127","3","10","1","4","5000","4","523","9490","4346","4560","5000","4557","3","2151","1160","1249","4560","2430","2570","1315","1255"
"128","3","10","1","4","5000","4","523","17885","4921","4948","5000","4948","0","2421","1264","1263","4948","2453","2547","1284","1263"
"134","3","10","1","4","5000","4","523","8395","4178","4482","5000","4478","4","2108","1081","1293","4482","2434","2566","1256","1310"
"126","3","10","1","4","5000","4","523","13870","4785","4841","5000","4839","2","2400","1213","1228","4841","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","15330","4824","4870","5000","4868","2","2501","1159","1210","4870","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","18250","4927","4951","5000","4951","0","2422","1266","1263","4951","2453","2547","1284","1263"
"129","3","10","1","4","5000","4","523","11315","4634","4762","5000","4757","5","2338","1161","1263","4762","2494","2506","1242","1264"
"126","3","10","1","4","5000","4","523","14235","4803","4856","5000","4854","2","2410","1218","1228","4856","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","18615","4935","4954","5000","4954","0","2424","1267","1263","4954","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","9125","4320","4535","5000","4532","3","2182","1109","1244","4535","2478","2522","1271","1251"
"137","3","10","1","4","5000","4","523","6205","3292","3888","5000","3885","3","1828","899","1161","3888","2515","2485","1247","1238"
"139","3","10","1","4","5000","4","523","6935","3842","4302","5000","4298","4","2002","1024","1276","4302","2455","2545","1231","1314"
"124","3","8","1","4","5000","4","523","15695","4840","4885","5000","4885","0","2508","1167","1210","4885","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","18980","4945","4957","5000","4956","1","2427","1267","1263","4957","2453","2547","1284","1263"
"127","3","10","1","4","5000","4","523","9855","4416","4596","5000","4594","2","2174","1171","1251","4596","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","14600","4818","4870","5000","4867","3","2419","1223","1228","4870","2507","2493","1265","1228"
"129","3","10","1","4","5000","4","523","11680","4666","4784","5000","4781","3","2353","1167","1264","4784","2494","2506","1242","1264"
"134","3","10","1","4","5000","4","523","8760","4276","4530","5000","4523","7","2144","1090","1296","4530","2434","2566","1256","1310"
"128","3","10","1","4","5000","4","523","19345","4948","4962","5000","4961","1","2430","1269","1263","4962","2453","2547","1284","1263"
"124","3","8","1","4","5000","4","523","16060","4849","4900","5000","4900","0","2519","1171","1210","4900","2586","2414","1204","1210"
"131","3","10","1","4","5000","4","523","5840","3059","3750","5000","3739","11","1749","863","1138","3750","2514","2486","1243","1243"
"126","3","10","1","4","5000","4","523","14965","4830","4880","5000","4878","2","2427","1225","1228","4880","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","19710","4951","4969","5000","4969","0","2432","1274","1263","4969","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","9490","4390","4593","5000","4588","5","2214","1134","1245","4593","2478","2522","1271","1251"
"124","3","8","1","4","5000","4","523","16425","4858","4909","5000","4909","0","2525","1174","1210","4909","2586","2414","1204","1210"
"133","3","10","1","4","5000","4","523","4380","2117","3079","5000","3060","19","1421","703","955","3079","2544","2456","1230","1226"
"129","3","10","1","4","5000","4","523","12045","4712","4799","5000","4797","2","2363","1172","1264","4799","2494","2506","1242","1264"
"130","3","10","1","4","5000","4","523","5840","2951","3671","5000","3660","11","1740","836","1095","3671","2547","2453","1226","1227"
"128","3","10","1","4","5000","4","523","20075","4956","4971","5000","4970","1","2433","1275","1263","4971","2453","2547","1284","1263"
"126","3","10","1","4","5000","4","523","15330","4845","4892","5000","4890","2","2434","1230","1228","4892","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","20440","4958","4973","5000","4972","1","2434","1276","1263","4973","2453","2547","1284","1263"
"127","3","10","1","4","5000","4","523","10220","4470","4631","5000","4630","1","2197","1181","1253","4631","2430","2570","1315","1255"
"135","3","10","1","4","5000","4","523","4380","1962","2918","5000","2909","9","1299","691","928","2918","2511","2489","1263","1226"
"124","3","8","1","4","5000","4","523","16790","4873","4919","5000","4918","1","2532","1177","1210","4919","2586","2414","1204","1210"
"134","3","10","1","4","5000","4","523","9125","4357","4579","5000","4575","4","2173","1109","1297","4579","2434","2566","1256","1310"
"128","3","10","1","4","5000","4","523","20805","4962","4980","5000","4979","1","2440","1277","1263","4980","2453","2547","1284","1263"
"126","3","10","1","4","5000","4","523","15695","4859","4901","5000","4900","1","2437","1236","1228","4901","2507","2493","1265","1228"
"139","3","10","1","4","5000","4","523","7300","3980","4375","5000","4371","4","2043","1047","1285","4375","2455","2545","1231","1314"
"129","3","10","1","4","5000","4","523","12410","4742","4822","5000","4821","1","2379","1179","1264","4822","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","17155","4886","4924","5000","4923","1","2535","1179","1210","4924","2586","2414","1204","1210"
"128","3","10","1","4","5000","4","523","21170","4969","4983","5000","4982","1","2442","1278","1263","4983","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","9855","4449","4636","5000","4635","1","2242","1145","1249","4636","2478","2522","1271","1251"
"126","3","10","1","4","5000","4","523","16060","4872","4907","5000","4906","1","2443","1236","1228","4907","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","21535","4972","4984","5000","4984","0","2443","1278","1263","4984","2453","2547","1284","1263"
"129","3","10","1","4","5000","4","523","12775","4765","4838","5000","4835","3","2389","1185","1264","4838","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","17520","4902","4930","5000","4930","0","2538","1182","1210","4930","2586","2414","1204","1210"
"127","3","10","1","4","5000","4","523","10585","4517","4662","5000","4659","3","2215","1194","1253","4662","2430","2570","1315","1255"
"128","3","10","1","4","5000","4","523","21900","4976","4984","5000","4984","0","2443","1278","1263","4984","2453","2547","1284","1263"
"126","3","10","1","4","5000","4","523","16425","4881","4912","5000","4912","0","2447","1237","1228","4912","2507","2493","1265","1228"
"134","3","10","1","4","5000","4","523","9490","4433","4627","5000","4627","0","2203","1124","1300","4627","2434","2566","1256","1310"
"138","3","10","1","4","5000","4","523","4745","2423","3309","5000","3298","11","1539","729","1041","3309","2537","2463","1227","1236"
"137","3","10","1","4","5000","4","523","6570","3486","4008","5000","4006","2","1895","930","1183","4008","2515","2485","1247","1238"
"128","3","10","1","4","5000","4","523","22265","4981","4985","5000","4985","0","2444","1278","1263","4985","2453","2547","1284","1263"
"124","3","8","1","4","5000","4","523","17885","4912","4936","5000","4935","1","2542","1184","1210","4936","2586","2414","1204","1210"
"126","3","10","1","4","5000","4","523","16790","4893","4922","5000","4922","0","2451","1243","1228","4922","2507","2493","1265","1228"
"129","3","10","1","4","5000","4","523","13140","4789","4850","5000","4850","0","2392","1194","1264","4850","2494","2506","1242","1264"
"128","3","10","1","4","5000","4","523","22630","4983","4986","5000","4986","0","2445","1278","1263","4986","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","10220","4496","4665","5000","4663","2","2263","1153","1249","4665","2478","2522","1271","1251"
"124","3","8","1","4","5000","4","523","18250","4920","4942","5000","4942","0","2547","1185","1210","4942","2586","2414","1204","1210"
"139","3","10","1","4","5000","4","523","7665","4120","4444","5000","4441","3","2083","1070","1291","4444","2455","2545","1231","1314"
"128","3","10","1","4","5000","4","523","22995","4984","4986","5000","4986","0","2445","1278","1263","4986","2453","2547","1284","1263"
"126","3","10","1","4","5000","4","523","17155","4903","4929","5000","4929","0","2453","1248","1228","4929","2507","2493","1265","1228"
"127","3","10","1","4","5000","4","523","10950","4566","4691","5000","4689","2","2230","1208","1253","4691","2430","2570","1315","1255"
"129","3","10","1","4","5000","4","523","13505","4803","4861","5000","4861","0","2401","1196","1264","4861","2494","2506","1242","1264"
"128","3","10","1","4","5000","4","523","23360","4985","4987","5000","4987","0","2445","1279","1263","4987","2453","2547","1284","1263"
"124","3","8","1","4","5000","4","523","18615","4925","4944","5000","4944","0","2549","1185","1210","4944","2586","2414","1204","1210"
"131","3","10","1","4","5000","4","523","6205","3282","3888","5000","3876","12","1825","904","1159","3888","2514","2486","1243","1243"
"126","3","10","1","4","5000","4","523","17520","4907","4934","5000","4934","0","2457","1249","1228","4934","2507","2493","1265","1228"
"134","3","10","1","4","5000","4","523","9855","4495","4667","5000","4666","1","2228","1139","1300","4667","2434","2566","1256","1310"
"128","3","10","1","4","5000","4","523","23725","4985","4987","5000","4987","0","2445","1279","1263","4987","2453","2547","1284","1263"
"132","3","10","1","4","5000","4","523","10585","4548","4698","5000","4694","4","2286","1162","1250","4698","2478","2522","1271","1251"
"129","3","10","1","4","5000","4","523","13870","4822","4874","5000","4874","0","2411","1199","1264","4874","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","18980","4930","4947","5000","4947","0","2551","1186","1210","4947","2586","2414","1204","1210"
"126","3","10","1","4","5000","4","523","17885","4915","4941","5000","4941","0","2463","1250","1228","4941","2507","2493","1265","1228"
"128","3","10","1","4","5000","4","523","24090","4986","4987","5000","4987","0","2445","1279","1263","4987","2453","2547","1284","1263"
"130","3","10","1","4","5000","4","523","6205","3172","3805","5000","3795","10","1815","868","1122","3805","2547","2453","1226","1227"
"127","3","10","1","4","5000","4","523","11315","4600","4712","5000","4709","3","2243","1215","1254","4712","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","18250","4923","4947","5000","4947","0","2467","1252","1228","4947","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","19345","4938","4952","5000","4952","0","2554","1188","1210","4952","2586","2414","1204","1210"
"129","3","10","1","4","5000","4","523","14235","4840","4884","5000","4884","0","2415","1205","1264","4884","2494","2506","1242","1264"
"134","3","10","1","4","5000","4","523","10220","4542","4696","5000","4694","2","2247","1146","1303","4696","2434","2566","1256","1310"
"139","3","10","1","4","5000","4","523","8030","4221","4496","5000","4491","5","2112","1088","1296","4496","2455","2545","1231","1314"
"126","3","10","1","4","5000","4","523","18615","4929","4957","5000","4957","0","2477","1252","1228","4957","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","19710","4943","4955","5000","4955","0","2556","1189","1210","4955","2586","2414","1204","1210"
"132","3","10","1","4","5000","4","523","10950","4603","4729","5000","4728","1","2308","1170","1251","4729","2478","2522","1271","1251"
"129","3","10","1","4","5000","4","523","14600","4853","4894","5000","4892","2","2421","1209","1264","4894","2494","2506","1242","1264"
"126","3","10","1","4","5000","4","523","18980","4935","4960","5000","4960","0","2479","1253","1228","4960","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","20075","4945","4958","5000","4958","0","2558","1190","1210","4958","2586","2414","1204","1210"
"137","3","10","1","4","5000","4","523","6935","3655","4113","5000","4112","1","1963","948","1202","4113","2515","2485","1247","1238"
"127","3","10","1","4","5000","4","523","11680","4641","4740","5000","4739","1","2263","1223","1254","4740","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","19345","4941","4963","5000","4963","0","2480","1255","1228","4963","2507","2493","1265","1228"
"134","3","10","1","4","5000","4","523","10585","4591","4724","5000","4720","4","2261","1156","1307","4724","2434","2566","1256","1310"
"129","3","10","1","4","5000","4","523","14965","4863","4904","5000","4903","1","2427","1213","1264","4904","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","20440","4948","4962","5000","4962","0","2559","1193","1210","4962","2586","2414","1204","1210"
"132","3","10","1","4","5000","4","523","11315","4642","4752","5000","4752","0","2321","1180","1251","4752","2478","2522","1271","1251"
"126","3","10","1","4","5000","4","523","19710","4949","4969","5000","4969","0","2485","1256","1228","4969","2507","2493","1265","1228"
"133","3","10","1","4","5000","4","523","4745","2396","3280","5000","3270","10","1515","751","1014","3280","2544","2456","1230","1226"
"124","3","8","1","4","5000","4","523","20805","4952","4963","5000","4963","0","2560","1193","1210","4963","2586","2414","1204","1210"
"129","3","10","1","4","5000","4","523","15330","4876","4916","5000","4916","0","2434","1218","1264","4916","2494","2506","1242","1264"
"126","3","10","1","4","5000","4","523","20075","4957","4975","5000","4975","0","2490","1257","1228","4975","2507","2493","1265","1228"
"139","3","10","1","4","5000","4","523","8395","4309","4545","5000","4543","2","2144","1100","1301","4545","2455","2545","1231","1314"
"127","3","10","1","4","5000","4","523","12045","4665","4759","5000","4758","1","2277","1228","1254","4759","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","20440","4961","4979","5000","4979","0","2493","1258","1228","4979","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","21170","4955","4964","5000","4964","0","2561","1193","1210","4964","2586","2414","1204","1210"
"134","3","10","1","4","5000","4","523","10950","4632","4746","5000","4745","1","2276","1162","1308","4746","2434","2566","1256","1310"
"129","3","10","1","4","5000","4","523","15695","4885","4922","5000","4922","0","2438","1220","1264","4922","2494","2506","1242","1264"
"132","3","10","1","4","5000","4","523","11680","4670","4773","5000","4771","2","2331","1191","1251","4773","2478","2522","1271","1251"
"131","3","10","1","4","5000","4","523","6570","3467","3988","5000","3982","6","1875","938","1175","3988","2514","2486","1243","1243"
"126","3","10","1","4","5000","4","523","20805","4965","4981","5000","4981","0","2494","1259","1228","4981","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","21535","4960","4966","5000","4966","0","2563","1193","1210","4966","2586","2414","1204","1210"
"135","3","10","1","4","5000","4","523","4745","2234","3128","5000","3121","7","1410","737","981","3128","2511","2489","1263","1226"
"129","3","10","1","4","5000","4","523","16060","4895","4928","5000","4928","0","2442","1222","1264","4928","2494","2506","1242","1264"
"138","3","10","1","4","5000","4","523","5110","2667","3500","5000","3493","7","1642","778","1080","3500","2537","2463","1227","1236"
"126","3","10","1","4","5000","4","523","21170","4971","4981","5000","4981","0","2494","1259","1228","4981","2507","2493","1265","1228"
"127","3","10","1","4","5000","4","523","12410","4692","4785","5000","4783","2","2295","1236","1254","4785","2430","2570","1315","1255"
"124","3","8","1","4","5000","4","523","21900","4962","4969","5000","4969","0","2566","1193","1210","4969","2586","2414","1204","1210"
"134","3","10","1","4","5000","4","523","11315","4672","4764","5000","4763","1","2288","1167","1309","4764","2434","2566","1256","1310"
"126","3","10","1","4","5000","4","523","21535","4976","4982","5000","4982","0","2495","1259","1228","4982","2507","2493","1265","1228"
"132","3","10","1","4","5000","4","523","12045","4699","4796","5000","4795","1","2348","1197","1251","4796","2478","2522","1271","1251"
"129","3","10","1","4","5000","4","523","16425","4907","4936","5000","4936","0","2448","1224","1264","4936","2494","2506","1242","1264"
"139","3","10","1","4","5000","4","523","8760","4390","4593","5000","4591","2","2176","1111","1306","4593","2455","2545","1231","1314"
"130","3","10","1","4","5000","4","523","6570","3356","3926","5000","3922","4","1875","907","1144","3926","2547","2453","1226","1227"
"124","3","8","1","4","5000","4","523","22265","4963","4972","5000","4972","0","2567","1195","1210","4972","2586","2414","1204","1210"
"126","3","10","1","4","5000","4","523","21900","4979","4982","5000","4982","0","2495","1259","1228","4982","2507","2493","1265","1228"
"137","3","10","1","4","5000","4","523","7300","3789","4209","5000","4206","3","2027","973","1209","4209","2515","2485","1247","1238"
"129","3","10","1","4","5000","4","523","16790","4916","4942","5000","4942","0","2451","1227","1264","4942","2494","2506","1242","1264"
"127","3","10","1","4","5000","4","523","12775","4716","4811","5000","4810","1","2313","1244","1254","4811","2430","2570","1315","1255"
"126","3","10","1","4","5000","4","523","22265","4981","4983","5000","4983","0","2495","1260","1228","4983","2507","2493","1265","1228"
"124","3","8","1","4","5000","4","523","22630","4965","4974","5000","4974","0","2568","1196","1210","4974","2586","2414","1204","1210"
"134","3","10","1","4","5000","4","523","11680","4700","4783","5000","4781","2","2299","1175","1309","4783","2434","2566","1256","1310"
"132","3","10","1","4","5000","4","523","12410","4732","4806","5000","4805","1","2356","1199","1251","4806","2478","2522","1271","1251"
"126","3","10","1","4","5000","4","523","22630","4981","4983","5000","4983","0","2495","1260","1228","4983","2507","2493","1265","1228"
"129","3","10","1","4","5000","4","523","17155","4922","4944","5000","4944","0","2453","1227","1264","4944","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","22995","4967","4976","5000","4976","0","2570","1196","1210","4976","2586","2414","1204","1210"
"126","3","10","1","4","5000","4","523","22995","4982","4984","5000","4984","0","2495","1261","1228","4984","2507","2493","1265","1228"
"127","3","10","1","4","5000","4","523","13140","4742","4831","5000","4830","1","2325","1252","1254","4831","2430","2570","1315","1255"
"129","3","10","1","4","5000","4","523","17520","4930","4949","5000","4949","0","2457","1228","1264","4949","2494","2506","1242","1264"
"124","3","8","1","4","5000","4","523","23360","4970","4976","5000","4976","0","2570","1196","1210","4976","2586","2414","1204","1210"
"139","3","10","1","4","5000","4","523","9125","4457","4641","5000","4638","3","2206","1125","1310","4641","2455","2545","1231","1314"
"126","3","10","1","4","5000","4","523","23360","4982","4984","5000","4984","0","2495","1261","1228","4984","2507","2493","1265","1228"
